ID;Data;Produto;Quantidade;Vendedor;Origem;País;Método_Transporte;Data_Entrega;Total
77489;07/01/2022;uva;698;Vendedor 15;Sítio Águas Claras;China;Avião;09/02/2022;526
77490;09/07/2023;banana;212;Vendedor 6;Quinta dos Pinhais;China;Avião;06/08/2023;2260
77491;02/06/2022;laranja;930;Vendedor 18;Recanto Verde;Estados Unidos;Caminhão;19/06/2022;0
77492;29/08/2022;uva;209;Vendedor 42;Sítio Águas Claras;Estados Unidos;Caminhão;26/09/2022;489
77493;09/07/2022;laranja;859;Vendedor 27;Quinta dos Pinhais;China;Caminhão;27/07/2022;2406
77494;21/09/2022;manga;44;Vendedor 33;Rancho Estrela Cadente;Estados Unidos;Caminhão;17/10/2022;2689
77495;30/03/2023;manga;315;Vendedor 15;Fazenda Sol Nascente;China;Caminhão;17/04/2023;980
77496;15/04/2023;manga;881;Vendedor 14;Rancho Estrela Cadente;China;Avião;26/04/2023;0
77497;21/12/2022;banana;595;Vendedor 44;Recanto Verde;China;Barco;03/01/2023;3144
77498;07/08/2023;limão;917;Vendedor 30;Fazenda Luz da Lua;Estados Unidos;Caminhão;14/08/2023;3573
77499;24/02/2022;maçã;184;Vendedor 37;Chácara Bela Vista;Estados Unidos;Avião;14/03/2022;4420
77500;07/07/2022;limão;721;Vendedor 31;Fazenda Luz da Lua;China;Avião;10/08/2022;3518
77501;01/03/2023;laranja;117;Vendedor 15;Recanto Verde;Estados Unidos;Caminhão;17/03/2023;845
77502;14/09/2022;banana;584;Vendedor 33;Quinta dos Pinhais;China;Caminhão;13/10/2022;0
77503;19/12/2023;uva;70;Vendedor 29;Refúgio do Vale;Estados Unidos;Caminhão;16/01/2024;1569
77504;14/08/2023;limão;256;Vendedor 18;Fazenda Luz da Lua;Estados Unidos;Avião;05/09/2023;2844
77505;21/04/2023;limão;641;Vendedor 13;Fazenda Luz da Lua;Estados Unidos;Caminhão;09/05/2023;3697
77506;30/06/2023;uva;547;Vendedor 28;Sítio Águas Claras;Estados Unidos;Avião;11/07/2023;3649
77507;08/03/2023;melancia;949;Vendedor 48;Fazenda Campo Sereno;Estados Unidos;Barco;02/04/2023;0
77508;25/12/2022;uva;533;Vendedor 4;Refúgio do Vale;China;Trem;31/12/2022;1332
77509;23/09/2022;manga;268;Vendedor 35;Rancho Estrela Cadente;Estados Unidos;Caminhão;20/10/2022;1609
77510;14/03/2022;limão;100;Vendedor 43;Fazenda Luz da Lua;China;Trem;04/04/2022;203
77511;21/05/2023;limão;164;Vendedor 43;Fazenda Luz da Lua;China;Barco;13/06/2023;721
77512;21/07/2023;manga;476;Vendedor 8;Rancho Estrela Cadente;China;Avião;23/08/2023;0
77513;08/01/2022;uva;480;Vendedor 12;Sítio Águas Claras;Estados Unidos;Caminhão;08/02/2022;0
77514;24/05/2023;banana;157;Vendedor 35;Quinta dos Pinhais;China;Barco;12/06/2023;2733
77515;21/12/2023;maçã;820;Vendedor 22;Chácara Bela Vista;Estados Unidos;Avião;03/01/2024;1734
77516;22/09/2022;laranja;535;Vendedor 22;Recanto Verde;China;Caminhão;24/10/2022;3305
77517;25/09/2023;banana;211;Vendedor 17;Quinta dos Pinhais;Estados Unidos;Caminhão;17/10/2023;2630
77518;18/09/2022;limão;717;Vendedor 48;Fazenda Luz da Lua;Estados Unidos;Avião;30/09/2022;1293
77519;05/10/2022;manga;469;Vendedor 47;Rancho Estrela Cadente;Estados Unidos;Avião;25/10/2022;1385
77520;28/07/2022;maçã;175;Vendedor 35;Chácara Bela Vista;Estados Unidos;Trem;30/08/2022;1601
77521;27/08/2022;limão;905;Vendedor 34;Fazenda Luz da Lua;China;Avião;17/09/2022;4333
77522;29/03/2022;limão;204;Vendedor 17;Fazenda Luz da Lua;China;Caminhão;30/04/2022;192
77523;18/10/2023;limão;440;Vendedor 10;Fazenda Luz da Lua;Estados Unidos;Avião;26/10/2023;0
77524;10/01/2022;uva;737;Vendedor 28;Sítio Águas Claras;Estados Unidos;Trem;10/02/2022;974
77525;08/10/2023;limão;128;Vendedor 25;Fazenda Luz da Lua;Estados Unidos;Caminhão;08/11/2023;2095
77526;22/08/2022;maçã;981;Vendedor 27;Terra Prometida;China;Avião;19/09/2022;1023
77527;27/07/2023;uva;644;Vendedor 2;Sítio Águas Claras;Estados Unidos;Caminhão;24/08/2023;4668
77528;28/12/2022;laranja;967;Vendedor 34;Quinta dos Pinhais;Estados Unidos;Avião;10/01/2023;241
77529;14/09/2023;banana;335;Vendedor 1;Quinta dos Pinhais;Estados Unidos;Avião;19/09/2023;1321
77530;06/10/2023;uva;412;Vendedor 48;Refúgio do Vale;China;Trem;04/11/2023;1392
77531;23/10/2022;maçã;67;Vendedor 40;Chácara Bela Vista;Estados Unidos;Caminhão;26/11/2022;0
77532;14/08/2022;banana;866;Vendedor 7;Recanto Verde;Estados Unidos;Trem;11/09/2022;2028
77533;16/03/2022;limão;324;Vendedor 13;Fazenda Luz da Lua;Estados Unidos;Avião;24/03/2022;2883
77534;17/12/2023;limão;708;Vendedor 14;Fazenda Luz da Lua;China;Avião;15/01/2024;646
77535;27/10/2022;banana;470;Vendedor 44;Recanto Verde;China;Barco;08/11/2022;138
77536;04/09/2022;limão;848;Vendedor 40;Fazenda Luz da Lua;Estados Unidos;Avião;29/09/2022;1612
77537;21/12/2023;laranja;770;Vendedor 34;Quinta dos Pinhais;Estados Unidos;Barco;02/01/2024;841
77538;26/03/2023;uva;532;Vendedor 11;Refúgio do Vale;Estados Unidos;Caminhão;20/04/2023;1526
77539;15/11/2023;banana;205;Vendedor 8;Recanto Verde;Estados Unidos;Avião;13/12/2023;0
77540;14/10/2023;uva;196;Vendedor 24;Sítio Águas Claras;China;Caminhão;13/11/2023;3944
77541;14/01/2022;uva;619;Vendedor 43;Sítio Águas Claras;China;Caminhão;08/02/2022;3545
77542;10/01/2022;laranja;330;Vendedor 22;Recanto Verde;Estados Unidos;Caminhão;23/01/2022;0
77543;29/04/2022;laranja;827;Vendedor 8;Recanto Verde;Estados Unidos;Barco;07/05/2022;1618
77544;10/11/2023;uva;33;Vendedor 26;Sítio Águas Claras;China;Caminhão;12/12/2023;1569
77545;19/01/2023;banana;15;Vendedor 44;Recanto Verde;Estados Unidos;Caminhão;10/02/2023;59
77546;14/03/2022;manga;25;Vendedor 8;Fazenda Sol Nascente;Estados Unidos;Caminhão;10/04/2022;1817
77547;02/02/2023;maçã;1;Vendedor 23;Chácara Bela Vista;Estados Unidos;Avião;11/02/2023;577
77548;31/10/2022;manga;577;Vendedor 22;Fazenda Sol Nascente;Estados Unidos;Avião;21/11/2022;704
77549;10/10/2022;uva;600;Vendedor 43;Sítio Águas Claras;China;Caminhão;24/10/2022;1946
77550;12/03/2023;banana;686;Vendedor 47;Quinta dos Pinhais;Estados Unidos;Caminhão;19/03/2023;1259
77551;29/06/2022;limão;341;Vendedor 30;Fazenda Luz da Lua;Estados Unidos;Caminhão;22/07/2022;0
77552;12/07/2023;melancia;555;Vendedor 8;Fazenda Campo Sereno;China;Caminhão;12/08/2023;3648
77553;13/11/2023;maçã;222;Vendedor 9;Chácara Bela Vista;China;Caminhão;06/12/2023;1424
77554;12/03/2023;limão;652;Vendedor 11;Fazenda Luz da Lua;Estados Unidos;Caminhão;11/04/2023;1336
77555;12/03/2022;uva;886;Vendedor 3;Sítio Águas Claras;China;Avião;11/04/2022;1407
77556;20/10/2023;limão;553;Vendedor 4;Fazenda Luz da Lua;Estados Unidos;Caminhão;15/11/2023;49
77557;12/10/2023;uva;929;Vendedor 32;Sítio Águas Claras;China;Barco;25/10/2023;1777
77558;17/01/2022;laranja;348;Vendedor 37;Recanto Verde;China;Caminhão;12/02/2022;675
77559;18/03/2023;uva;494;Vendedor 37;Refúgio do Vale;China;Caminhão;29/03/2023;705
77560;16/02/2023;maçã;275;Vendedor 25;Chácara Bela Vista;Estados Unidos;Caminhão;16/03/2023;301
77561;07/09/2022;manga;897;Vendedor 26;Fazenda Sol Nascente;Estados Unidos;Avião;04/10/2022;3639
77562;20/01/2022;maçã;337;Vendedor 22;Terra Prometida;Estados Unidos;Trem;19/02/2022;1008
77563;18/02/2022;limão;783;Vendedor 11;Fazenda Luz da Lua;Estados Unidos;Barco;01/03/2022;1448
77564;11/04/2023;banana;911;Vendedor 6;Quinta dos Pinhais;Estados Unidos;Caminhão;04/05/2023;203
77565;24/06/2023;limão;992;Vendedor 24;Fazenda Luz da Lua;Estados Unidos;Avião;28/07/2023;2007
77566;09/04/2022;maçã;53;Vendedor 18;Chácara Bela Vista;Estados Unidos;Caminhão;04/05/2022;979
77567;22/01/2022;maçã;282;Vendedor 17;Chácara Bela Vista;Estados Unidos;Avião;28/01/2022;0
77568;12/07/2022;limão;613;Vendedor 48;Fazenda Luz da Lua;Estados Unidos;Caminhão;13/08/2022;4267
77569;19/09/2023;limão;927;Vendedor 44;Fazenda Luz da Lua;Estados Unidos;Caminhão;18/10/2023;0
77570;21/06/2023;manga;542;Vendedor 34;Rancho Estrela Cadente;China;Barco;06/07/2023;3410
77571;11/08/2023;limão;970;Vendedor 23;Fazenda Luz da Lua;China;Avião;16/08/2023;1342
77572;27/10/2023;uva;37;Vendedor 43;Sítio Águas Claras;Estados Unidos;Caminhão;03/11/2023;0
77573;07/11/2022;banana;378;Vendedor 4;Quinta dos Pinhais;Estados Unidos;Avião;01/12/2022;0
77574;21/05/2023;limão;393;Vendedor 3;Fazenda Luz da Lua;Estados Unidos;Caminhão;28/05/2023;726
77575;13/01/2023;laranja;308;Vendedor 21;Recanto Verde;Estados Unidos;Caminhão;29/01/2023;1957
77576;16/05/2022;limão;842;Vendedor 48;Fazenda Luz da Lua;China;Caminhão;02/06/2022;0
77577;11/09/2023;uva;590;Vendedor 6;Refúgio do Vale;Estados Unidos;Caminhão;21/09/2023;1191
77578;02/12/2022;maçã;415;Vendedor 32;Terra Prometida;Estados Unidos;Caminhão;18/12/2022;4045
77579;30/01/2022;laranja;843;Vendedor 13;Recanto Verde;China;Caminhão;04/02/2022;0
77580;29/05/2023;maçã;900;Vendedor 32;Chácara Bela Vista;China;Caminhão;12/06/2023;160
77581;05/03/2023;limão;800;Vendedor 19;Fazenda Luz da Lua;Estados Unidos;Caminhão;21/03/2023;364
77582;22/01/2022;banana;371;Vendedor 30;Recanto Verde;China;Caminhão;14/02/2022;0
77583;24/02/2022;maçã;754;Vendedor 11;Terra Prometida;Estados Unidos;Caminhão;21/03/2022;2200
77584;01/07/2022;laranja;485;Vendedor 47;Recanto Verde;Estados Unidos;Barco;11/07/2022;2876
77585;08/11/2023;maçã;797;Vendedor 38;Chácara Bela Vista;Estados Unidos;Caminhão;16/11/2023;2318
77586;19/01/2022;uva;882;Vendedor 44;Refúgio do Vale;Estados Unidos;Trem;03/02/2022;2354
77587;18/09/2022;uva;516;Vendedor 1;Sítio Águas Claras;Estados Unidos;Barco;19/10/2022;2732
77588;22/07/2023;maçã;815;Vendedor 44;Chácara Bela Vista;Estados Unidos;Avião;11/08/2023;0
77589;18/08/2022;manga;701;Vendedor 11;Fazenda Sol Nascente;Estados Unidos;Avião;22/09/2022;1774
77590;11/10/2022;maçã;138;Vendedor 1;Terra Prometida;China;Barco;03/11/2022;0
77591;08/09/2022;maçã;580;Vendedor 13;Chácara Bela Vista;Estados Unidos;Caminhão;01/10/2022;19
77592;16/04/2023;limão;348;Vendedor 19;Fazenda Luz da Lua;China;Avião;02/05/2023;3625
77593;14/08/2023;limão;729;Vendedor 44;Fazenda Luz da Lua;China;Avião;13/09/2023;3809
77594;22/03/2022;melancia;360;Vendedor 40;Fazenda Campo Sereno;Estados Unidos;Caminhão;31/03/2022;2574
77595;11/09/2023;manga;485;Vendedor 2;Rancho Estrela Cadente;China;Avião;21/09/2023;695
77596;26/06/2022;limão;123;Vendedor 19;Fazenda Luz da Lua;China;Caminhão;09/07/2022;3342
77597;22/01/2023;laranja;148;Vendedor 1;Recanto Verde;Estados Unidos;Caminhão;10/02/2023;3654
77598;10/04/2023;laranja;612;Vendedor 38;Recanto Verde;China;Avião;15/04/2023;2953
77599;27/05/2023;limão;513;Vendedor 15;Fazenda Luz da Lua;Estados Unidos;Barco;12/06/2023;1788
77600;09/04/2023;laranja;426;Vendedor 45;Recanto Verde;China;Barco;18/04/2023;0
77601;28/02/2022;limão;361;Vendedor 2;Fazenda Luz da Lua;China;Caminhão;23/03/2022;2392
77602;27/11/2022;banana;227;Vendedor 24;Recanto Verde;Estados Unidos;Avião;01/01/2023;653
77603;28/11/2023;laranja;443;Vendedor 5;Quinta dos Pinhais;China;Avião;22/12/2023;1837
77604;15/02/2022;manga;400;Vendedor 30;Rancho Estrela Cadente;China;Caminhão;19/03/2022;3010
77605;30/08/2023;limão;698;Vendedor 10;Fazenda Luz da Lua;Estados Unidos;Avião;28/09/2023;645
77606;14/12/2023;laranja;502;Vendedor 41;Quinta dos Pinhais;Estados Unidos;Caminhão;26/12/2023;223
77607;11/11/2023;maçã;135;Vendedor 42;Chácara Bela Vista;Estados Unidos;Avião;10/12/2023;1170
77608;02/11/2023;uva;979;Vendedor 2;Sítio Águas Claras;Estados Unidos;Avião;13/11/2023;613
77609;03/06/2023;manga;376;Vendedor 32;Fazenda Sol Nascente;Estados Unidos;Avião;16/06/2023;0
77610;28/04/2022;laranja;33;Vendedor 34;Quinta dos Pinhais;Estados Unidos;Caminhão;28/05/2022;2690
77611;11/02/2022;maçã;922;Vendedor 33;Chácara Bela Vista;China;Caminhão;12/03/2022;1254
77612;10/10/2023;limão;868;Vendedor 10;Fazenda Luz da Lua;China;Avião;09/11/2023;0
77613;16/11/2022;laranja;213;Vendedor 49;Quinta dos Pinhais;China;Avião;14/12/2022;1622
77614;31/10/2022;limão;317;Vendedor 18;Fazenda Luz da Lua;Estados Unidos;Avião;01/12/2022;0
77615;08/08/2022;uva;485;Vendedor 8;Refúgio do Vale;China;Caminhão;11/09/2022;546
77616;28/04/2022;limão;536;Vendedor 19;Fazenda Luz da Lua;China;Caminhão;02/06/2022;0
77617;23/09/2023;banana;330;Vendedor 10;Quinta dos Pinhais;Estados Unidos;Barco;16/10/2023;3065
77618;26/12/2023;uva;254;Vendedor 17;Sítio Águas Claras;Estados Unidos;Caminhão;28/01/2024;653
77619;23/12/2022;maçã;891;Vendedor 36;Chácara Bela Vista;Estados Unidos;Barco;12/01/2023;3281
77620;07/02/2022;maçã;489;Vendedor 29;Chácara Bela Vista;Estados Unidos;Avião;05/03/2022;517
77621;17/01/2022;maçã;596;Vendedor 16;Chácara Bela Vista;China;Caminhão;17/02/2022;914
77622;13/03/2023;maçã;775;Vendedor 39;Chácara Bela Vista;Estados Unidos;Caminhão;24/03/2023;3556
77623;20/11/2023;banana;859;Vendedor 21;Quinta dos Pinhais;China;Caminhão;21/12/2023;277
77624;03/06/2022;banana;842;Vendedor 43;Recanto Verde;Estados Unidos;Caminhão;25/06/2022;1527
77625;31/12/2023;limão;829;Vendedor 25;Fazenda Luz da Lua;China;Avião;31/01/2024;2563
77626;23/06/2022;banana;410;Vendedor 31;Quinta dos Pinhais;Estados Unidos;Caminhão;09/07/2022;2289
77627;27/11/2023;uva;944;Vendedor 28;Refúgio do Vale;Estados Unidos;Caminhão;25/12/2023;1650
77628;28/09/2022;manga;427;Vendedor 26;Fazenda Sol Nascente;Estados Unidos;Barco;24/10/2022;4016
77629;01/12/2023;melancia;211;Vendedor 17;Fazenda Campo Sereno;Estados Unidos;Avião;23/12/2023;3267
77630;24/09/2023;uva;572;Vendedor 1;Sítio Águas Claras;Estados Unidos;Caminhão;04/10/2023;3876
77631;07/12/2023;uva;650;Vendedor 46;Refúgio do Vale;China;Avião;29/12/2023;3237
77632;12/02/2022;maçã;738;Vendedor 31;Terra Prometida;Estados Unidos;Barco;12/03/2022;1763
77633;23/12/2022;banana;255;Vendedor 34;Recanto Verde;Estados Unidos;Avião;25/01/2023;1271
77634;05/05/2022;banana;372;Vendedor 29;Recanto Verde;Estados Unidos;Barco;01/06/2022;3033
77635;13/05/2023;limão;771;Vendedor 9;Fazenda Luz da Lua;China;Caminhão;21/05/2023;246
77636;17/02/2022;banana;145;Vendedor 37;Quinta dos Pinhais;Estados Unidos;Caminhão;26/02/2022;2296
77637;16/07/2023;banana;170;Vendedor 21;Quinta dos Pinhais;China;Barco;12/08/2023;0
77638;29/11/2022;limão;720;Vendedor 16;Fazenda Luz da Lua;China;Caminhão;31/12/2022;2605
77639;27/12/2023;limão;405;Vendedor 27;Fazenda Luz da Lua;Estados Unidos;Avião;24/01/2024;2865
77640;11/01/2022;banana;193;Vendedor 16;Quinta dos Pinhais;China;Avião;04/02/2022;3890
77641;27/05/2022;limão;201;Vendedor 23;Fazenda Luz da Lua;China;Barco;12/06/2022;662
77642;10/08/2022;banana;302;Vendedor 29;Recanto Verde;Estados Unidos;Avião;07/09/2022;1497
77643;20/04/2023;uva;978;Vendedor 22;Sítio Águas Claras;Estados Unidos;Avião;10/05/2023;1734
77644;17/08/2023;laranja;249;Vendedor 30;Recanto Verde;Estados Unidos;Caminhão;12/09/2023;655
77645;11/09/2022;maçã;866;Vendedor 13;Chácara Bela Vista;Estados Unidos;Barco;20/09/2022;0
77646;28/05/2022;maçã;479;Vendedor 7;Chácara Bela Vista;Estados Unidos;Barco;02/07/2022;1538
77647;21/03/2022;banana;446;Vendedor 34;Recanto Verde;China;Avião;05/04/2022;2900
77648;13/09/2023;limão;198;Vendedor 15;Fazenda Luz da Lua;Estados Unidos;Caminhão;02/10/2023;2954
77649;30/10/2022;uva;577;Vendedor 15;Sítio Águas Claras;Estados Unidos;Caminhão;06/11/2022;4815
77650;19/07/2023;maçã;573;Vendedor 48;Chácara Bela Vista;Estados Unidos;Avião;02/08/2023;0
77651;04/01/2023;banana;972;Vendedor 42;Recanto Verde;Estados Unidos;Caminhão;04/02/2023;0
77652;01/07/2023;laranja;968;Vendedor 27;Quinta dos Pinhais;China;Caminhão;09/07/2023;345
77653;21/11/2023;uva;743;Vendedor 47;Sítio Águas Claras;China;Caminhão;17/12/2023;556
77654;21/11/2022;uva;456;Vendedor 27;Refúgio do Vale;China;Barco;03/12/2022;0
77655;14/02/2022;limão;276;Vendedor 3;Fazenda Luz da Lua;China;Caminhão;11/03/2022;0
77656;08/02/2022;banana;770;Vendedor 32;Quinta dos Pinhais;China;Avião;10/03/2022;608
77657;16/02/2022;banana;446;Vendedor 40;Recanto Verde;Estados Unidos;Caminhão;07/03/2022;2357
77658;14/05/2022;banana;820;Vendedor 48;Recanto Verde;China;Barco;07/06/2022;3389
77659;12/01/2023;maçã;611;Vendedor 14;Terra Prometida;Estados Unidos;Avião;16/02/2023;3865
77660;12/10/2023;laranja;497;Vendedor 47;Quinta dos Pinhais;Estados Unidos;Avião;30/10/2023;2396
77661;27/12/2023;manga;615;Vendedor 42;Rancho Estrela Cadente;Estados Unidos;Caminhão;21/01/2024;1844
77662;01/08/2022;laranja;471;Vendedor 3;Quinta dos Pinhais;Estados Unidos;Trem;28/08/2022;1076
77663;14/03/2022;banana;113;Vendedor 43;Quinta dos Pinhais;Estados Unidos;Avião;04/04/2022;30
77664;29/05/2023;laranja;582;Vendedor 10;Recanto Verde;Estados Unidos;Avião;28/06/2023;0
77665;24/10/2023;melancia;533;Vendedor 36;Fazenda Campo Sereno;China;Barco;20/11/2023;0
77666;27/12/2023;maçã;429;Vendedor 33;Terra Prometida;Estados Unidos;Barco;10/01/2024;0
77667;13/07/2022;limão;37;Vendedor 44;Fazenda Luz da Lua;Estados Unidos;Avião;23/07/2022;3964
77668;04/03/2022;banana;966;Vendedor 20;Quinta dos Pinhais;Estados Unidos;Avião;18/03/2022;382
77669;17/11/2022;banana;984;Vendedor 19;Recanto Verde;Estados Unidos;Avião;16/12/2022;2880
77670;13/08/2023;limão;746;Vendedor 14;Fazenda Luz da Lua;Estados Unidos;Caminhão;09/09/2023;835
77671;10/09/2023;limão;70;Vendedor 34;Fazenda Luz da Lua;China;Trem;22/09/2023;4570
77672;21/02/2022;banana;76;Vendedor 6;Quinta dos Pinhais;China;Caminhão;24/03/2022;1772
77673;10/10/2022;uva;366;Vendedor 27;Refúgio do Vale;Estados Unidos;Caminhão;26/10/2022;735
77674;21/07/2023;uva;769;Vendedor 12;Sítio Águas Claras;Estados Unidos;Caminhão;20/08/2023;1145
77675;04/07/2022;limão;684;Vendedor 37;Fazenda Luz da Lua;Estados Unidos;Trem;11/07/2022;1903
77676;14/08/2023;manga;591;Vendedor 32;Fazenda Sol Nascente;China;Barco;23/08/2023;1321
77677;18/06/2023;maçã;27;Vendedor 15;Terra Prometida;Estados Unidos;Barco;07/07/2023;847
77678;01/09/2023;limão;321;Vendedor 6;Fazenda Luz da Lua;Estados Unidos;Avião;04/10/2023;4137
77679;29/01/2023;banana;862;Vendedor 44;Quinta dos Pinhais;China;Caminhão;04/03/2023;697
77680;27/01/2022;banana;912;Vendedor 22;Quinta dos Pinhais;Estados Unidos;Caminhão;02/03/2022;1740
77681;29/09/2022;maçã;133;Vendedor 17;Chácara Bela Vista;China;Avião;17/10/2022;220
77682;27/03/2022;maçã;710;Vendedor 49;Terra Prometida;Estados Unidos;Caminhão;28/04/2022;3691
77683;01/07/2023;maçã;160;Vendedor 25;Terra Prometida;China;Avião;16/07/2023;2584
77684;18/06/2023;limão;969;Vendedor 28;Fazenda Luz da Lua;China;Caminhão;15/07/2023;2877
77685;27/07/2022;maçã;659;Vendedor 31;Terra Prometida;Estados Unidos;Caminhão;09/08/2022;3486
77686;11/02/2022;uva;529;Vendedor 34;Sítio Águas Claras;Estados Unidos;Avião;13/03/2022;766
77687;07/08/2023;limão;620;Vendedor 15;Fazenda Luz da Lua;China;Barco;04/09/2023;0
77688;08/11/2022;manga;27;Vendedor 36;Rancho Estrela Cadente;Estados Unidos;Avião;23/11/2022;2687
77689;30/11/2022;limão;666;Vendedor 33;Fazenda Luz da Lua;Estados Unidos;Avião;17/12/2022;962
77690;08/06/2023;limão;414;Vendedor 37;Fazenda Luz da Lua;Estados Unidos;Avião;23/06/2023;494
77691;10/09/2023;manga;827;Vendedor 30;Fazenda Sol Nascente;Estados Unidos;Caminhão;05/10/2023;2483
77692;29/12/2023;uva;812;Vendedor 40;Sítio Águas Claras;China;Barco;17/01/2024;0
77693;11/07/2022;limão;811;Vendedor 1;Fazenda Luz da Lua;Estados Unidos;Avião;25/07/2022;2739
77694;09/08/2022;manga;134;Vendedor 49;Fazenda Sol Nascente;Estados Unidos;Avião;13/09/2022;2876
77695;17/11/2023;uva;45;Vendedor 16;Refúgio do Vale;Estados Unidos;Caminhão;22/12/2023;2146
77696;07/03/2023;banana;243;Vendedor 17;Quinta dos Pinhais;Estados Unidos;Caminhão;23/03/2023;0
77697;11/04/2022;limão;229;Vendedor 16;Fazenda Luz da Lua;Estados Unidos;Caminhão;13/05/2022;3366
77698;17/09/2023;limão;138;Vendedor 45;Fazenda Luz da Lua;China;Caminhão;18/10/2023;2484
77699;29/08/2022;uva;685;Vendedor 35;Sítio Águas Claras;Estados Unidos;Caminhão;03/09/2022;2599
77700;26/07/2023;maçã;998;Vendedor 43;Chácara Bela Vista;China;Avião;13/08/2023;1160
77701;22/08/2023;limão;722;Vendedor 3;Fazenda Luz da Lua;Estados Unidos;Avião;03/09/2023;0
77702;16/04/2022;banana;761;Vendedor 30;Quinta dos Pinhais;Estados Unidos;Caminhão;25/04/2022;3452
77703;18/12/2023;uva;264;Vendedor 10;Refúgio do Vale;Estados Unidos;Avião;13/01/2024;0
77704;31/07/2023;limão;566;Vendedor 18;Fazenda Luz da Lua;Estados Unidos;Avião;12/08/2023;888
77705;30/06/2022;banana;611;Vendedor 22;Recanto Verde;China;Trem;08/07/2022;614
77706;09/05/2022;limão;44;Vendedor 31;Fazenda Luz da Lua;Estados Unidos;Trem;01/06/2022;4202
77707;07/03/2023;laranja;496;Vendedor 31;Recanto Verde;Estados Unidos;Caminhão;04/04/2023;831
77708;03/02/2023;banana;14;Vendedor 32;Recanto Verde;Estados Unidos;Caminhão;27/02/2023;1652
77709;07/03/2022;banana;144;Vendedor 19;Recanto Verde;Estados Unidos;Barco;28/03/2022;2822
77710;03/10/2022;limão;124;Vendedor 28;Fazenda Luz da Lua;China;Avião;12/10/2022;2432
77711;03/06/2022;uva;295;Vendedor 39;Refúgio do Vale;Estados Unidos;Avião;16/06/2022;3013
77712;19/10/2023;banana;687;Vendedor 46;Quinta dos Pinhais;China;Barco;26/10/2023;1123
77713;03/04/2023;manga;352;Vendedor 19;Fazenda Sol Nascente;China;Caminhão;11/04/2023;3030
77714;28/08/2023;banana;659;Vendedor 37;Recanto Verde;Estados Unidos;Caminhão;05/09/2023;0
77715;23/05/2023;maçã;947;Vendedor 27;Terra Prometida;Estados Unidos;Caminhão;03/06/2023;566
77716;01/04/2023;limão;936;Vendedor 22;Fazenda Luz da Lua;China;Caminhão;12/04/2023;2479
77717;11/03/2022;manga;205;Vendedor 38;Rancho Estrela Cadente;Estados Unidos;Caminhão;24/03/2022;2852
77718;13/02/2022;limão;545;Vendedor 2;Fazenda Luz da Lua;China;Trem;14/03/2022;0
77719;26/05/2022;limão;751;Vendedor 24;Fazenda Luz da Lua;Estados Unidos;Avião;17/06/2022;3057
77720;03/04/2022;maçã;445;Vendedor 33;Terra Prometida;China;Avião;14/04/2022;2421
77721;28/03/2023;manga;749;Vendedor 50;Rancho Estrela Cadente;China;Trem;29/04/2023;3044
77722;25/02/2022;banana;184;Vendedor 6;Quinta dos Pinhais;Estados Unidos;Caminhão;12/03/2022;2585
77723;25/01/2022;limão;838;Vendedor 50;Fazenda Luz da Lua;China;Avião;01/02/2022;266
77724;25/07/2022;melancia;253;Vendedor 17;Fazenda Campo Sereno;Estados Unidos;Caminhão;05/08/2022;0
77725;24/11/2023;limão;255;Vendedor 11;Fazenda Luz da Lua;China;Trem;18/12/2023;1195
77726;19/02/2023;uva;312;Vendedor 7;Refúgio do Vale;China;Trem;07/03/2023;3793
77727;19/05/2022;banana;863;Vendedor 11;Recanto Verde;Estados Unidos;Avião;27/05/2022;0
77728;17/11/2022;limão;342;Vendedor 12;Fazenda Luz da Lua;China;Barco;05/12/2022;0
77729;29/09/2023;banana;750;Vendedor 8;Recanto Verde;China;Avião;12/10/2023;2925
77730;20/12/2022;banana;513;Vendedor 9;Quinta dos Pinhais;Estados Unidos;Caminhão;06/01/2023;1517
77731;09/02/2022;uva;264;Vendedor 6;Refúgio do Vale;China;Caminhão;23/02/2022;2615
77732;09/03/2023;banana;639;Vendedor 17;Recanto Verde;Estados Unidos;Caminhão;12/04/2023;2225
77733;20/01/2023;maçã;570;Vendedor 14;Chácara Bela Vista;China;Caminhão;21/02/2023;1654
77734;28/07/2022;limão;972;Vendedor 19;Fazenda Luz da Lua;Estados Unidos;Barco;12/08/2022;5
77735;06/02/2022;limão;731;Vendedor 25;Fazenda Luz da Lua;Estados Unidos;Trem;06/03/2022;2517
77736;12/09/2023;limão;454;Vendedor 40;Fazenda Luz da Lua;Estados Unidos;Trem;17/09/2023;4128
77737;19/03/2022;uva;719;Vendedor 21;Refúgio do Vale;China;Avião;10/04/2022;1029
77738;04/04/2022;banana;919;Vendedor 1;Quinta dos Pinhais;Estados Unidos;Avião;24/04/2022;157
77739;12/03/2022;banana;834;Vendedor 21;Recanto Verde;Estados Unidos;Avião;30/03/2022;0
77740;10/11/2022;uva;554;Vendedor 43;Refúgio do Vale;China;Caminhão;30/11/2022;1900
77741;03/01/2022;maçã;867;Vendedor 25;Chácara Bela Vista;Estados Unidos;Avião;06/02/2022;1476
77742;11/01/2023;uva;941;Vendedor 1;Refúgio do Vale;Estados Unidos;Caminhão;11/02/2023;0
77743;06/02/2022;limão;923;Vendedor 5;Fazenda Luz da Lua;China;Avião;23/02/2022;72
